packet_rate,connection_rate,avg_packet_size,protocol_entropy,label,traffic_profile
24.57132342087935,0.5049736932573978,1600.0,0.6096690177018532,normal,bulk_transfer
0.715167462071614,0.016921731054446547,146.65092031622606,0.07496297329250187,anomaly,beacon
27.219473333902492,0.22659604633617875,1074.582490929728,0.6061326426191574,normal,bulk_transfer
26.875358463108675,0.03491027963597959,1501.3752141175082,0.32723597916153646,normal,bulk_transfer
13.474889641438036,0.3056505640727158,1540.6015349104455,0.3282228470293712,normal,bulk_transfer
3.678897148296967,2.0122542586168635,568.9250563487947,1.435900412358299,normal,interactive
5.410240589655761,0.2667871502467126,404.474653717966,0.43603055084601733,normal,device_sync
3.703856676957532,0.3333483866358611,755.5825545785276,1.1021907981077954,normal,interactive
18.702825484260565,8.688597202589452,269.0482815495551,2.0689499093156494,anomaly,port_scan
376.915479682535,1.467031969349249,509.0622963006648,0.5313199385424912,anomaly,flood
15.487885038738476,0.39688223752430174,828.7437876562863,0.151237801572389,normal,media_stream
20.95246912116749,0.2550887568378145,1443.552430578813,0.5941078146523939,normal,bulk_transfer
0.4776712669193778,0.18102175387390906,77.45217539289783,0.8278764975120174,normal,iot_telemetry
7.885488220572485,0.28672254002814146,521.0601141241333,0.680134996959858,normal,service_api
2.024640769988989,0.7465147106029698,595.9175927500326,1.321804713961307,normal,interactive
30.316105809409105,0.5628801236664323,826.6254974011634,0.31813346467894277,normal,bulk_transfer
10.735098128903317,0.4814587157075426,1157.125188871175,0.30742425328836626,normal,media_stream
11.341026507744782,0.22538237599246186,1073.193225648646,0.3323591483464397,normal,media_stream
6.6735100700609085,0.01,875.1457963795971,0.8726197612141607,normal,device_sync
29.85706403207633,10.317269473572537,142.88895121713747,2.735608650744793,anomaly,port_scan
2.5593156966849406,1.2876557868311698,600.9302921796495,1.1175663875388826,normal,interactive
2.4954482823545066,1.0457041637896187,694.0860606599424,1.2026842781421123,normal,interactive
3.2482823269842775,0.6459293043282618,556.3385480973102,1.5009814435201783,normal,interactive
0.7389779939507857,0.05633221567646403,130.67862568799046,0.24898244221069946,anomaly,beacon
15.106133138355954,0.3560138042059574,842.5993065413652,0.640004088098676,normal,media_stream
0.6007268878417636,0.1420534911653183,327.7591069745389,0.53509694429099,normal,iot_telemetry
0.8286271721574487,0.01,167.43602410149168,0.5891016630600193,normal,iot_telemetry
0.6893397160396556,0.10566954906971004,134.44976965438087,0.7384489925172064,normal,iot_telemetry
4.358172988401016,1.2554389157129475,550.2574769338881,1.3935187298394407,normal,interactive
17.302006941553174,0.4169710617854771,784.8792564520681,0.6470361940550752,normal,media_stream
